arrival_time,start_time,finish_time,wait_time,queue_length
14-10-2023 14.27,14-10-2023 14.39,2023-10-14 14:53:41,11.52,17.0
26-11-2023 23.15,26-11-2023 23.42,2023-11-26 23:47:13,27.16,18.0
13-11-2023 19.09,13-11-2023 19.25,13-11-2023 19:30:56.776930,15.9,34.0
26-08-2023 18.45,26-08-2023 19.15,2023-08-26 19:28:18,29.8,51.0
10-11-2023 11.58,10-11-2023 12.16,2023-11-10 12:24:23,18.49,34.0
2023/11/19 10:17:52,19-11-2023 10.29,2023-11-19 10:38:10,11.36,26.0
30-03-2023 21.09,30-03-2023 21.11,2023-03-30 21:19:51.599999999,8.01,44.0
21-12-2023 06.32,21-12-2023 06.39,2023-12-21 06:41:33,6.94,7.0
30-03-2023 5.34,30-03-2023 5.39,2023-03-30 05:46:27.600000000,7.16,50.0
26-06-2023 01.53,26-06-2023 02.24,2023-06-26 02:36:15,31.01,37.0
29-01-2024 08.53,29-01-2024 09.27,2024-01-29 09:52:59,,30.0
24-02-2024 19.34,24-02-2024 19.49,2024-02-24 20:06:13,15.44,20.0
07-11-2023 10.46,2023-11-07 10:58,2023-11-07 11:11:38,12.65,33.0
15-10-2023 04.17,15-10-2023 04.44,2023-10-15 04:53:30,27.23,31.0
03-09-2023 19.25,03-09-2023 19.43,2023-09-03 19:53:52,18.47,48.0
24-09-2023 11.35,2023-09-24 12:01,2023-09-24 12:16:34,25.65,39.0
07-07-2023 12.01,07-07-2023 12.22,07-07-2023 12:29:34.643004,20.7,36.0
30-03-2023 20.49,30-03-2023 20.50,2023-03-30 20:59:22.999999999,8.45,22.0
29-10-2023 21.11,29-10-2023 21.24,2023-10-29 21:42:45,12.98,23.0
04-08-2023 00.55,04-08-2023 01.12,2023-08-04 01:27:00,17.55,23.0
26-02-2024 09.50,26-02-2024 10.06,2024-02-26 10:12:30,15.44,34.0
2023/05/21 01:05:27,21-05-2023 01.25,2023-05-21 01:35:09,89.97,25.0
25-05-2023 09.06,2023-05-25 09:31,2023-05-25 09:39:15,25.14,35.0
29-02-2024 19.21,29-02-2024 19.55,2024-02-29 20:09:25,33.95,39.0
30-03-2023 21.52,30-03-2023 22.01,2023-03-30 22:10:23,8.7,17.0
07-12-2023 13.04,07-12-2023 13.23,2023-12-07 13:26:16,18.35,33.0
08-03-2024 18.14,08-03-2024 18.46,2024-03-08 18:57:13,31.59,53.0
06-07-2023 19.28,2023-07-06 19:48,2023-07-06 19:52:51,19.82,29.0
22-06-2023 04.54,22-06-2023 05.05,2023-06-22 05:18:14,,9.0
24-07-2023 20.46,24-07-2023 21.07,2023-07-24 21:16:08,20.42,42.0
25-09-2023 15.25,25-09-2023 15.49,2023-09-25 15:59:16,24.19,43.0
03-01-2024 02.39,03-01-2024 03.00,2024-01-03 03:05:25,20.96,24.0
21-11-2023 23.26,21-11-2023 23.48,2023-11-21 23:59:28,21.17,31.0
2023/08/24 11:30:28,2023-08-24 11:58,2023-08-24 12:10:32,28.1,70.0
27-07-2023 20.36,27-07-2023 21.02,2023-07-27 21:16:52,25.96,40.0
04-02-2024 11.40,04-02-2024 12.10,2024-02-04 12:14:58,29.49,55.0
2024-01-22 16:06,22-01-2024 15.50,2024-01-22 16:13:16,16.22,24.0
27-02-2024 08.50,27-02-2024 09.01,2024-02-27 09:09:32,,22.0
15-01-2024 17.21,15-01-2024 17.45,2024-01-15 17:49:27,23.98,43.0
30-03-2023 14.12,30-03-2023 14.22,2023-03-30 14:28:22.400000000,5.84,17.0
04-04-2023 16.39,04-04-2023 16.54,2023-04-04 17:26:04,15.4,9.0
18-05-2023 21.20,18-05-2023 21.44,2023-05-18 21:55:40,24.51,39.0
14-09-2023 05.55,14-09-2023 06.32,2023-09-14 06:38:12,37.26,49.0
30-03-2023 0.10,30-03-2023 0.11,2023-03-30 00:20:01.000000000,8.95,28.0
30-03-2023 19.51,30-03-2023 19.57,2023-03-30 20:07:34.600000000,10.41,12.0
30-03-2023 21.09,30-03-2023 21.14,2023-03-30 21:31:15.600000000,16.41,44.0
12-08-2023 09.26,12-08-2023 09.45,2023-08-12 09:54:01,18.69,34.0
30-03-2023 2.36,30-03-2023 2.36,2023-03-30 02:47:44.400000000,11.59,17.0
19-10-2023 07.46,19-10-2023 07.54,2023-10-19 08:00:53,8.18,14.0
30-03-2023 12.33,30-03-2023 12.40,2023-03-30 12:59:03.400000000,18.94,202.0
17-12-2023 02.23,17-12-2023 02.57,2023-12-17 03:16:07,33.83,40.0
08-07-2023 22.56,08-07-2023 23.17,2023-07-08 23:31:09,20.83,
21-10-2023 04.46,2023-10-21 05:03,2023-10-21 05:14:16,16.51,34.0
06-01-2024 20.21,06-01-2024 20.42,2024-01-06 20:49:00,20.97,24.0
16-11-2023 16.17,2023-11-16 16:31,2023-11-16 16:33:24,13.4,16.0
17-11-2023 20.29,17-11-2023 20.58,2023-11-17 21:16:33,29.33,226.0
2023/10/03 03:41:58,2023-10-03 03:59,2023-10-03 04:08:44,17.79,38.0
13-12-2023 11.51,13-12-2023 12.22,2023-12-13 12:25:15,30.73,53.0
22-10-2023 12.19,22-10-2023 12.39,2023-10-22 12:54:06,20.24,32.0
30-03-2023 13.55,30-03-2023 13.58,2023-03-30 14:06:46.000000000,8.0,25.0
01-01-2024 18.06,01-01-2024 18.35,2024-01-01 18:50:09,28.47,34.0
30-03-2023 1.58,30-03-2023 2.05,2023-03-30 02:17:34.000000000,11.95,27.0
27-09-2023 03.39,27-09-2023 03.46,27-09-2023 03:50:05.035048,6.94,0.0
30-03-2023 3.02,30-03-2023 3.02,2023-03-30 03:13:52.800000000,,45.0
03-09-2023 16.00,03-09-2023 16.30,2023-09-03 16:32:21,29.73,51.0
25-01-2024 22.12,25-01-2024 22.30,2024-01-25 22:38:47,18.42,30.0
04-08-2023 03.03,2023-08-04 03:24,2023-08-04 03:26:03,20.25,31.0
23-03-2024 05.37,23-03-2024 05.52,2024-03-23 06:06:45,14.74,41.0
27-02-2024 20.02,27-02-2024 20.24,2024-02-27 20:41:35,21.38,37.0
28-11-2023 10.45,28-11-2023 11.00,2023-11-28 11:03:40,14.85,24.0
16-02-2024 06.56,16-02-2024 07.23,2024-02-16 07:39:06,27.11,34.0
06-06-2023 15.57,06-06-2023 16.24,2023-06-06 16:38:38,26.71,30.0
31-03-2023 10.16,31-03-2023 10.44,2023-03-31 10:52:04,27.8,51.0
08-06-2023 12.40,08-06-2023 13.14,08-06-2023 13:29:54.263159,34.42,51.0
20-03-2024 02.23,20-03-2024 02.41,2024-03-20 02:43:10,18.1,37.0
18-10-2023 22.27,2023-10-18 22:48,2023-10-18 22:53:35,21.46,34.0
09-02-2024 13.44,09-02-2024 14.04,2024-02-09 14:23:32,20.24,17.0
26-04-2023 23.31,26-04-2023 23.50,2023-04-27 00:01:23,19.28,38.0
2023/07/03 18:41:22,03-07-2023 19.11,2023-07-03 19:17:23,30.34,27.0
04-06-2023 00.42,04-06-2023 01.05,2023-06-04 01:16:21,22.65,27.0
30-03-2023 21.09,30-03-2023 21.13,2023-03-30 21:25:55.200000000,12.07,44.0
07-04-2023 22.21,07-04-2023 22.45,2023-04-07 23:01:25,23.91,35.0
25-03-2024 15.39,25-03-2024 16.12,2024-03-25 16:33:08,32.94,51.0
29-01-2024 14.03,29-01-2024 14.20,2024-01-29 14:28:30,17.37,23.0
23-03-2024 21.47,23-03-2024 22.19,2024-03-23 22:25:15,31.82,53.0
05-05-2023 10.57,2023-05-05 11:13,2023-05-05 11:16:24,15.97,28.0
08-05-2023 16.05,2023-05-08 16:29,2023-05-08 16:36:51,24.3,34.0
22-11-2023 04.49,22-11-2023 05.11,22-11-2023 05:24:53.779419,21.95,13.0
22-07-2023 00.29,22-07-2023 00.39,2023-07-22 00:51:13,9.32,3.0
,23-12-2023 08.12,2023-12-23 08:29:42,18.04,31.0
03-09-2023 19.20,03-09-2023 19.41,2023-09-03 19:45:03,21.04,30.0
26-07-2023 13.09,26-07-2023 13.26,2023-07-26 13:32:00,16.59,162.0
27-12-2023 13.32,27-12-2023 13.47,2023-12-27 13:49:37,15.43,33.0
2023/04/13 18:21:01,13-04-2023 18.35,2023-04-13 18:46:07,13.99,22.0
30-03-2023 2.36,30-03-2023 2.38,2023-03-30 02:43:47.400000000,5.64,120.0
13-12-2023 08.52,13-12-2023 09.10,2023-12-13 09:31:53,17.68,14.0
11-06-2023 20.52,11-06-2023 21.20,2023-06-11 21:28:43,28.62,48.0
30-03-2023 3.02,30-03-2023 3.05,2023-03-30 03:08:32.400000000,3.29,45.0
2023/09/10 00:34:24,10-09-2023 00.47,2023-09-10 00:54:04,12.8,7.0
2023/12/14 18:48:31,14-12-2023 19.05,2023-12-14 19:14:33,17.09,
22-10-2023 06.14,22-10-2023 06.47,2023-10-22 06:50:57,32.07,58.0
18-02-2024 18.19,18-02-2024 18.41,2024-02-18 18:50:01,22.18,33.0
30-03-2023 10.31,30-03-2023 10.31,2023-03-30 10:43:58.400000000,12.59,32.0
06-01-2024 17.52,06-01-2024 18.18,2024-01-06 18:26:34,25.78,22.0
31-03-2023 14.23,31-03-2023 14.39,2023-03-31 14:44:48,15.78,35.0
30-03-2023 14.12,30-03-2023 14.15,2023-03-30 14:27:56.600000000,12.41,17.0
05-03-2024 14.59,05-03-2024 15.16,2024-03-05 15:31:41,16.81,23.0
22-04-2023 12.48,22-04-2023 13.09,2023-04-22 13:21:35,20.99,11.0
28-04-2023 11.24,28-04-2023 11.54,2023-04-28 12:13:47,30.39,45.0
05-03-2024 12.45,05-03-2024 13.00,2024-03-05 13:04:44,15.26,27.0
2023/06/13 03:08:52,13-06-2023 03.35,2023-06-13 03:41:45,26.93,43.0
2023/05/28 23:01:34,28-05-2023 23.24,2023-05-28 23:44:44,22.89,43.0
06-12-2023 18.28,06-12-2023 18.54,2023-12-06 18:57:14,26.09,45.0
2024/02/12 07:51:36,2024-02-12 08:17,2024-02-12 08:24:35,26.38,45.0
07-01-2024 18.13,07-01-2024 18.31,2024-01-07 18:40:19,17.61,33.0
20-01-2024 09.10,20-01-2024 09.29,2024-01-20 09:36:41,18.61,32.0
,01-09-2023 03.32,2023-09-01 03:42:15,33.42,44.0
30-03-2023 1.58,30-03-2023 2.02,2023-03-30 02:14:51.400000000,12.24,27.0
15-08-2023 02.13,15-08-2023 02.33,2023-08-15 02:41:17,19.45,19.0
30-03-2023 8.42,30-03-2023 8.42,2023-03-30 08:49:24.800000000,6.63,47.0
23-03-2024 08.59,23-03-2024 09.26,2024-03-23 09:37:22,27.48,36.0
23-01-2024 12.14,2024-01-23 12:36,2024-01-23 12:48:01,21.86,29.0
30-08-2023 18.34,30-08-2023 18.55,2023-08-30 19:01:34,20.42,31.0
30-03-2023 2.38,30-03-2023 2.36,2023-03-30 02:59:18.600000000,21.16,17.0
19-05-2023 05.24,19-05-2023 05.09,2023-05-19 05:35:55,15.23,22.0
03-12-2023 08.38,03-12-2023 08.52,2023-12-03 08:58:26,13.9,21.0
2023/06/23 15:53:44,23-06-2023 16.17,2023-06-23 16:24:03,23.56,14.0
30-12-2023 10.12,30-12-2023 10.43,2023-12-30 10:50:26,31.74,45.0
30-11-2023 05.54,2023-11-30 06:20,2023-11-30 06:29:42,26.77,23.0
10-10-2023 16.38,10-10-2023 17.00,2023-10-10 17:06:05,21.91,27.0
10-11-2023 21.52,10-11-2023 22.09,2023-11-10 22:21:42,16.65,41.0
30-03-2023 5.34,30-03-2023 5.42,2023-03-30 05:47:35.400000000,5.29,50.0
,15-04-2023 09.37,2023-04-15 09:47:26,,30.0
16-09-2023 14.25,16-09-2023 14.50,2023-09-16 15:03:45,24.33,32.0
13-06-2023 22.13,13-06-2023 22.28,2023-06-13 22:31:31,,44.0
20-09-2023 04.26,20-09-2023 04.42,2023-09-20 04:47:04,16.12,44.0
10-02-2024 05.24,10-02-2024 05.54,2024-02-10 06:11:13,29.98,45.0
07-02-2024 05.31,07-02-2024 05.52,2024-02-07 06:09:21,20.42,40.0
09-06-2023 16.56,2023-06-09 17:14,2023-06-09 17:24:48,18.51,25.0
30-03-2023 21.09,30-03-2023 21.19,2023-03-30 21:29:56.400000000,10.09,44.0
17-11-2023 07.06,17-11-2023 07.33,2023-11-17 07:50:23,27.0,36.0
03-05-2023 08.28,03-05-2023 08.45,2023-05-03 09:05:42,17.11,39.0
08-02-2024 09.45,08-02-2024 09.57,2024-02-08 10:00:43,11.83,15.0
20-07-2023 23.46,21-07-2023 00.09,2023-07-21 00:22:44,23.57,22.0
30-03-2023 5.34,30-03-2023 5.39,2023-03-30 05:46:53.400000000,7.59,50.0
30-03-2023 9.49,30-03-2023 9.58,2023-03-30 10:05:26.800000000,7.38,10.0
23-10-2023 18.27,2023-10-23 18:50,2023-10-23 19:06:08,22.64,18.0
05-09-2023 19.39,05-09-2023 20.02,2023-09-05 20:12:21,23.42,34.0
30-03-2023 18.31,30-03-2023 18.38,2023-03-30 18:47:10.199999999,8.77,30.0
20-09-2023 04.43,20-09-2023 05.08,2023-09-20 05:22:53,24.46,39.0
07-02-2024 20.05,07-02-2024 20.25,2024-02-07 20:38:15,20.36,30.0
19-12-2023 16.46,19-12-2023 17.06,19-12-2023 17:13:20.779561,20.01,23.0
03-05-2023 03.57,03-05-2023 04.23,2023-05-03 04:28:21,26.23,41.0
06-03-2024 16.06,06-03-2024 16.25,06-03-2024 16:40:44.843142,19.66,20.0
11-11-2023 08.40,11-11-2023 09.06,2023-11-11 09:16:14,25.85,66.0
20-07-2023 06.59,20-07-2023 07.32,2023-07-20 07:52:28,33.35,56.0
30-06-2023 11.08,30-06-2023 11.34,2023-06-30 11:40:33,25.6,33.0
21-05-2023 12.42,21-05-2023 13.05,2023-05-21 13:29:05,22.63,37.0
14-02-2024 21.40,14-02-2024 21.55,2024-02-14 22:08:30,15.41,18.0
09-06-2023 05.59,09-06-2023 06.22,2023-06-09 06:34:19,22.96,38.0
30-03-2023 17.34,30-03-2023 17.43,2023-03-30 17:43:08.600000000,-0.74,16.0
17-02-2024 18.38,17-02-2024 19.00,2024-02-17 19:12:45,22.0,48.0
2023/04/22 07:12:20,22-04-2023 07.28,2023-04-22 07:32:24,15.83,37.0
31-05-2023 04.09,31-05-2023 04.20,2023-05-31 04:37:55,10.69,29.0
08-12-2023 08.00,08-12-2023 08.13,2023-12-08 08:24:33,13.27,14.0
03-04-2023 10.31,03-04-2023 10.59,2023-04-03 11:15:26,,
18-10-2023 21.39,18-10-2023 22.05,2023-10-18 22:19:10,26.77,44.0
09-04-2023 08.00,09-04-2023 08.21,2023-04-09 08:29:54,20.73,31.0
16-03-2024 16.06,16-03-2024 16.30,2024-03-16 16:51:22,23.92,54.0
10-09-2023 12.37,10-09-2023 13.01,2023-09-10 13:17:12,23.87,14.0
03-02-2024 10.43,03-02-2024 11.06,2024-02-03 11:21:08,23.13,40.0
10-09-2023 15.20,10-09-2023 15.40,2023-09-10 15:48:28,20.48,38.0
28-09-2023 18.39,28-09-2023 18.57,2023-09-28 19:05:06,18.21,31.0
08-06-2023 11.04,08-06-2023 11.27,2023-06-08 11:41:10,23.89,31.0
30-03-2023 15.45,30-03-2023 15.51,2023-03-30 15:53:13.000000000,1.4,25.0
30-03-2023 8.42,30-03-2023 8.52,2023-03-30 09:04:59.000000000,12.2,47.0
2023/12/26 02:09:12,26-12-2023 02.30,2023-12-26 02:34:11,21.51,38.0
08-08-2023 23.46,09-08-2023 00.12,2023-08-09 00:28:44,25.67,39.0
30-03-2023 10.31,30-03-2023 10.34,2023-03-30 10:46:30.199999999,12.12,32.0
2023/11/02 19:29:22,02-11-2023 19.54,2023-11-02 20:09:54,100.21,27.0
08-12-2023 09.54,08-12-2023 10.24,2023-12-08 10:36:07,29.96,
08-07-2023 19.44,08-07-2023 20.12,2023-07-08 20:18:20,27.52,23.0
30-03-2023 17.34,30-03-2023 17.42,2023-03-30 17:53:02.600000000,10.16,16.0
27-10-2023 10.07,27-10-2023 10.28,2023-10-27 10:44:54,21.08,39.0
30-03-2023 9.49,30-03-2023 9.50,2023-03-30 10:02:41.800000000,12.63,10.0
04-05-2023 16.47,04-05-2023 17.04,2023-05-04 17:10:10,16.63,29.0
02-08-2023 02.20,02-08-2023 02.40,2023-08-02 02:48:59,19.89,38.0
09-06-2023 01.06,09-06-2023 01.29,2023-06-09 01:32:52,22.6,30.0
23-08-2023 14.43,23-08-2023 15.06,2023-08-23 15:16:34,23.6,36.0
2023/09/13 03:20:51,13-09-2023 03.45,2023-09-13 03:56:44,24.99,42.0
09-10-2023 05.38,09-10-2023 06.08,2023-10-09 06:19:19,30.28,41.0
10-03-2024 06.18,10-03-2024 06.40,2024-03-10 06:46:37,22.71,
30-03-2023 20.49,30-03-2023 20.59,2023-03-30 21:15:10.400000000,15.24,22.0
27-02-2024 11.22,27-02-2024 11.47,27-02-2024 11:53:53.239842,24.94,38.0
30-03-2023 18.31,30-03-2023 18.35,2023-03-30 18:51:09.600000000,63.54,30.0
2023/07/15 14:23:11,15-07-2023 14.32,2023-07-15 14:48:42,8.9,20.0
10-07-2023 15.46,10-07-2023 16.12,2023-07-10 16:15:35,25.81,28.0
27-02-2024 03.02,27-02-2024 03.18,2024-02-27 03:22:36,16.18,16.0
30-03-2023 1.58,30-03-2023 2.05,2023-03-30 02:09:41.800000000,4.08,27.0
20-02-2024 07.44,20-02-2024 08.08,2024-02-20 08:14:04,23.73,43.0
20-01-2024 00.12,20-01-2024 00.32,2024-01-20 00:43:41,20.55,33.0
17-02-2024 10.00,17-02-2024 10.20,2024-02-17 10:27:45,19.58,31.0
23-08-2023 20.56,23-08-2023 21.14,2023-08-23 21:29:35,18.29,42.0
01-05-2023 09.28,01-05-2023 10.02,01-05-2023 10:09:57.682070,33.93,53.0
22-12-2023 08.06,22-12-2023 08.27,2023-12-22 08:40:11,20.57,29.0
30-03-2023 3.02,30-03-2023 3.06,2023-03-30 03:17:31.199999999,11.27,45.0
2023/06/04 22:02:01,2023-06-04 22:29,2023-06-04 22:35:33,27.76,34.0
18-04-2023 20.33,18-04-2023 21.04,2023-04-18 21:09:44,31.08,46.0
13-02-2024 23.48,14-02-2024 00.08,2024-02-14 00:24:12,19.68,33.0
2023/10/21 23:24:05,21-10-2023 23.34,2023-10-21 23:36:30,10.43,19.0
21-01-2024 17.58,21-01-2024 18.15,2024-01-21 18:32:08,17.85,10.0
13-03-2024 17.03,2024-03-13 17:22,2024-03-13 17:39:09,19.28,18.0
16-09-2023 23.29,2023-09-16 23:41,2023-09-16 23:54:47,11.45,10.0
20-04-2023 10.32,20-04-2023 10.59,2023-04-20 11:01:29,26.96,62.0
16-03-2024 09.12,16-03-2024 09.33,2024-03-16 09:40:43,20.79,31.0
28-03-2024 11.59,28-03-2024 12.13,2024-03-28 12:30:07,13.85,6.0
23-04-2023 15.42,23-04-2023 16.07,2023-04-23 16:22:42,25.18,31.0
24-06-2023 06.41,24-06-2023 07.18,2023-06-24 07:27:18,37.8,137.0
30-03-2023 19.51,30-03-2023 19.56,2023-03-30 20:10:28.600000000,14.31,12.0
30-03-2023 21.09,30-03-2023 21.13,2023-03-30 21:22:06.599999999,8.26,44.0
27-03-2024 04.26,27-03-2024 04.49,2024-03-27 04:57:36,22.92,44.0
30-03-2023 16.45,30-03-2023 16.46,2023-03-30 16:59:47.000000000,13.65,27.0
30-03-2023 15.45,30-03-2023 15.54,2023-03-30 15:58:28.600000000,3.66,25.0
01-03-2024 08.56,2024-03-01 09:16,2024-03-01 09:36:11,20.02,29.0
01-12-2023 21.22,01-12-2023 22.03,2023-12-01 22:21:35,41.18,49.0
10-03-2024 11.58,10-03-2024 12.25,2024-03-10 12:38:34,26.61,16.0
05-03-2024 14.58,05-03-2024 15.18,2024-03-05 15:27:02,19.64,34.0
19-11-2023 14.26,19-11-2023 14.52,2023-11-19 14:59:49,26.2,35.0
06-05-2023 17.58,06-05-2023 18.20,2023-05-06 18:31:43,21.96,29.0
09-08-2023 23.58,10-08-2023 00.22,2023-08-10 00:24:56,24.49,30.0
05-08-2023 12.44,05-08-2023 12.59,2023-08-05 13:01:56,15.43,26.0
23-04-2023 12.32,23-04-2023 13.00,2023-04-23 13:14:11,27.99,50.0
30-03-2023 2.36,30-03-2023 2.39,2023-03-30 02:57:00.599999999,79.77,17.0
24-03-2024 18.57,24-03-2024 19.16,2024-03-24 19:24:35,18.86,25.0
01-03-2024 13.46,01-03-2024 14.23,2024-03-01 14:29:17,36.82,75.0
03-07-2023 12.15,03-07-2023 12.45,2023-07-03 12:57:35,29.53,41.0
27-09-2023 06.01,27-09-2023 06.20,2023-09-27 06:32:37,19.6,19.0
25-05-2023 17.50,25-05-2023 18.09,2023-05-25 18:30:36,19.61,24.0
30-03-2023 8.42,30-03-2023 8.46,2023-03-30 08:52:48.200000000,6.02,47.0
07-12-2023 00.05,07-12-2023 00.28,2023-12-07 00:37:52,23.18,32.0
09-12-2023 07.28,09-12-2023 07.53,2023-12-09 08:12:26,24.76,
30-03-2023 15.45,30-03-2023 15.52,2023-03-30 16:07:46.000000000,14.95,25.0
26-10-2023 13.28,26-10-2023 13.59,2023-10-26 14:12:54,31.85,42.0
27-02-2024 00.46,27-02-2024 01.11,2024-02-27 01:27:37,24.86,41.0
2023/04/29 02:14:09,29-04-2023 02.47,2023-04-29 03:06:57,33.2,29.0
01-10-2023 13.15,01-10-2023 13.40,2023-10-01 13:56:37,24.51,42.0
28-08-2023 17.33,28-08-2023 17.56,2023-08-28 18:14:29,23.02,34.0
05-05-2023 16.44,05-05-2023 17.10,2023-05-05 17:24:00,26.33,19.0
28-04-2023 11.50,28-04-2023 12.12,2023-04-28 12:22:12,21.4,40.0
10-01-2024 10.41,10-01-2024 11.04,2024-01-10 11:19:35,22.6,22.0
27-04-2023 17.57,27-04-2023 18.18,2023-04-27 18:24:13,20.71,36.0
30-03-2023 0.10,30-03-2023 0.18,2023-03-30 00:22:31.000000000,4.45,126.0
05-11-2023 06.00,2023-11-05 06:22,2023-11-05 06:32:40,22.73,39.0
13-03-2024 22.49,13-03-2024 22.26,2024-03-13 22:57:58,23.27,58.0
09-02-2024 03.35,09-02-2024 04.05,2024-02-09 04:23:36,29.81,49.0
06-09-2023 05.16,06-09-2023 05.01,2023-09-06 05:28:32,14.37,29.0
30-03-2023 10.31,30-03-2023 10.35,2023-03-30 10:40:59.000000000,5.6,32.0
14-09-2023 17.17,14-09-2023 17.29,2023-09-14 17:44:26,74.74,24.0
11-06-2023 22.15,11-06-2023 22.48,2023-06-11 22:58:44,33.15,42.0
30-03-2023 15.45,30-03-2023 15.52,2023-03-30 16:07:22.600000000,14.56,
30-03-2023 08.51,30-03-2023 09.16,2023-03-30 09:20:24,25.11,25.0
16-06-2023 16.33,16-06-2023 16.52,2023-06-16 17:04:58,18.9,33.0
28-12-2023 14.49,28-12-2023 15.03,2023-12-28 15:11:33,14.07,17.0
02-07-2023 00.53,02-07-2023 01.19,2023-07-02 01:27:37,25.78,48.0
25-11-2023 03.02,25-11-2023 03.22,25-11-2023 03:39:04.436729,20.04,30.0
12-10-2023 01.47,12-10-2023 02.14,2023-10-12 02:21:19,26.4,55.0
25-08-2023 09.07,25-08-2023 09.39,2023-08-25 09:51:20,31.91,49.0
05-04-2023 12.37,05-04-2023 12.57,2023-04-05 13:05:16,19.47,35.0
17-05-2023 09.16,17-05-2023 09.42,17-05-2023 09:57:11.879814,25.97,43.0
05-09-2023 09.22,05-09-2023 09.56,2023-09-05 09:59:10,33.9,52.0
03-02-2024 00.50,03-02-2024 01.12,2024-02-03 01:23:33,22.54,46.0
01-08-2023 19.26,01-08-2023 19.44,2023-08-01 19:57:57,18.04,23.0
20-08-2023 23.20,20-08-2023 23.46,2023-08-21 00:01:16,26.57,44.0
16-04-2023 22.03,16-04-2023 22.17,2023-04-16 22:23:50,14.04,9.0
23-05-2023 23.24,23-05-2023 23.49,2023-05-23 23:51:38,24.86,32.0
12-12-2023 14.56,12-12-2023 15.24,2023-12-12 15:36:38,27.99,29.0
27-12-2023 23.47,28-12-2023 00.11,2023-12-28 00:22:41,122.94,52.0
28-12-2023 05.58,28-12-2023 06.18,2023-12-28 06:24:52,20.06,30.0
30-03-2023 1.58,30-03-2023 2.06,2023-03-30 02:30:37.600000000,24.01,227.0
05-07-2023 06.23,05-07-2023 06.57,2023-07-05 07:05:13,34.22,49.0
22-07-2023 21.05,22-07-2023 21.22,22-07-2023 21:24:52.180826,17.31,18.0
30-03-2023 21.09,30-03-2023 21.15,2023-03-30 21:29:37.199999999,13.77,44.0
02-10-2023 13.47,02-10-2023 14.07,2023-10-02 14:14:54,19.9,29.0
18-06-2023 07.18,18-06-2023 07.36,2023-06-18 07:41:11,18.34,30.0
31-05-2023 01.10,31-05-2023 01.27,2023-05-31 01:36:50,16.3,28.0
21-10-2023 02.46,21-10-2023 03.00,2023-10-21 03:21:48,14.18,13.0
30-03-2023 3.02,30-03-2023 3.12,2023-03-30 03:16:40.200000000,4.42,45.0
01-09-2023 04.03,01-09-2023 04.33,2023-09-01 04:47:48,29.28,42.0
05-04-2023 01.24,05-04-2023 01.41,2023-04-05 01:54:35,17.64,12.0
15-11-2023 06.15,15-11-2023 06.41,2023-11-15 06:51:37,26.48,56.0
19-09-2023 01.53,19-09-2023 02.11,2023-09-19 02:14:21,18.52,23.0
30-03-2023 15.45,30-03-2023 15.49,2023-03-30 16:03:56.800000000,14.13,25.0
07-07-2023 09.00,07-07-2023 09.10,2023-07-07 09:14:26,10.35,23.0
13-12-2023 17.47,13-12-2023 18.22,2023-12-13 18:35:27,34.21,54.0
08-10-2023 12.11,2023-10-08 12:34,2023-10-08 12:38:34,23.58,48.0
30-03-2023 14.12,30-03-2023 14.19,2023-03-30 14:32:25.400000000,12.89,17.0
29-01-2024 11.22,29-01-2024 11.38,2024-01-29 11:49:44,15.49,11.0
08-11-2023 13.08,08-11-2023 13.38,2023-11-08 13:50:45,30.35,57.0
07-06-2023 08.57,2023-06-07 09:26,2023-06-07 09:38:43,28.36,42.0
2023/04/27 12:23:46,27-04-2023 12.43,2023-04-27 12:49:31,20.15,43.0
19-07-2023 05.22,19-07-2023 05.39,2023-07-19 05:50:27,16.96,21.0
07-07-2023 17.01,07-07-2023 17.18,2023-07-07 17:28:58,17.72,28.0
30-03-2023 19.51,30-03-2023 19.53,2023-03-30 20:05:05.800000000,11.93,12.0
18-01-2024 08.13,18-01-2024 08.32,2024-01-18 08:42:12,19.77,35.0
28-05-2023 01.22,28-05-2023 01.54,2023-05-28 01:56:51,31.21,25.0
08-11-2023 00.09,08-11-2023 00.20,2023-11-08 00:35:00,110.43,15.0
31-12-2023 19.56,31-12-2023 20.14,2023-12-31 20:29:23,18.23,23.0
22-07-2023 16.09,22-07-2023 16.30,2023-07-22 16:51:33,20.31,30.0
07-02-2024 04.29,07-02-2024 04.56,2024-02-07 05:11:45,26.77,38.0
,16-07-2023 13.02,2023-07-16 13:16:35,15.62,10.0
13-01-2024 23.36,14-01-2024 00.09,14-01-2024 00:21:29.441805,32.79,47.0
11-07-2023 03.10,11-07-2023 03.24,2023-07-11 03:39:36,14.61,29.0
25-12-2023 22.52,25-12-2023 23.16,2023-12-25 23:33:19,24.0,32.0
24-04-2023 12.46,24-04-2023 13.10,2023-04-24 13:18:39,24.6,37.0
30-11-2023 20.08,30-11-2023 20.23,2023-11-30 20:28:41,14.42,28.0
23-05-2023 00.10,23-05-2023 00.43,2023-05-23 00:52:54,32.35,45.0
05-09-2023 20.57,05-09-2023 21.19,2023-09-05 21:28:40,22.39,32.0
19-11-2023 14.28,19-11-2023 14.48,19-11-2023 14:55:06.371662,20.0,34.0
11-07-2023 20.44,11-07-2023 21.11,11-07-2023 21:21:43.963583,26.32,41.0
30-11-2023 09.12,30-11-2023 09.32,2023-11-30 09:41:08,19.87,26.0
