arrival_time,start_time,finish_time,wait_time,queue_length
20-04-2024 11.55,20-04-2024 12.05,2024-04-20 12:13:20,10.49,29.0
01-04-2024 11.55,01-04-2024 12.20,2024-04-01 12:31:58,25.35,45.0
31-05-2023 10.19,31-05-2023 10.27,2023-05-31 10:31:27,,11.0
09-06-2023 13.12,09-06-2023 13.25,2023-06-09 13:37:59,13.3,23.0
14-02-2024 10.43,14-02-2024 10.45,2024-02-14 10:50:38,2.74,32.0
24-03-2023 12.50,24-03-2023 13.02,2023-03-24 13:19:18,12.44,29.0
16-09-2023 11.11,16-09-2023 11.31,2023-09-16 11:42:22,20.17,39.0
11-05-2024 13.00,11-05-2024 13.01,2024-05-11 13:02:00,1.0,23.0
27-05-2024 10.22,27-05-2024 10.52,2024-05-27 11:07:35,30.8,39.0
13-02-2024 11.29,13-02-2024 11.58,2024-02-13 12:07:14,29.57,50.0
29-04-2023 11.39,29-04-2023 12.14,2023-04-29 12:25:21,35.39,35.0
2023/07/06 15:44:00,06-07-2023 15.44,2023-07-06 15:45:00,0.0,13.0
26-04-2023 10.29,26-04-2023 10.41,2023-04-26 10:55:08,12.79,32.0
11-05-2024 10.35,11-05-2024 10.50,2024-05-11 11:01:22,15.98,13.0
15-05-2023 11.43,15-05-2023 12.00,2023-05-15 12:12:04,17.78,29.0
2023/07/11 15:45:00,11-07-2023 15.46,2023-07-11 15:47:00,1.0,25.0
30-11-2024 12.52,30-11-2024 12.59,2024-11-30 13:00:00,7.0,20.0
08-02-2024 10.02,08-02-2024 10.20,2024-02-08 10:24:21,18.58,18.0
23-09-2023 13.00,23-09-2023 13.01,2023-09-23 13:02:00,1.0,57.0
30-11-2024 13.00,30-11-2024 13.01,2024-11-30 13:02:00,1.0,36.0
2023/08/07 09:59:00,07-08-2023 10.18,2023-08-07 10:30:09,18.62,24.0
05-10-2023 11.47,05-10-2023 12.17,2023-10-05 12:27:59,30.35,35.0
23-04-2024 10.17,23-04-2024 10.22,2024-04-23 10:28:44,5.01,32.0
18-11-2023 12.39,18-11-2023 12.59,2023-11-18 13:00:00,20.0,44.0
04-10-2023 15.38,04-10-2023 15.44,2023-10-04 15:45:00,6.0,43.0
11-11-2024 15.29,11-11-2024 15.44,2024-11-11 15:45:00,15.0,38.0
2023/10/09 11:16:00,09-10-2023 11.35,2023-10-09 11:47:08,,34.0
2023/03/13 14:04:00,13-03-2023 14.16,2023-03-13 14:32:50,12.79,0.0
11-01-2024 11.28,11-01-2024 11.49,2024-01-11 12:01:25,21.6,11.0
07-05-2024 09.23,07-05-2024 09.49,2024-05-07 09:59:02,26.4,21.0
2024/11/01 14:42:00,01-11-2024 14.58,2024-11-01 15:09:01,16.92,33.0
02-08-2024 14.07,02-08-2024 14.30,2024-08-02 14:42:11,23.57,26.0
13-04-2024 10.26,13-04-2024 10.47,2024-04-13 11:02:22,21.18,32.0
19-01-2023 09.09,19-01-2023 09.24,2023-01-19 09:37:09,15.81,20.0
24-02-2023 09.50,24-02-2023 10.25,2023-02-24 10:26:17,35.28,63.0
2024/06/27 13:49:00,27-06-2024 14.00,2024-06-27 14:13:19,11.27,25.0
2024/09/25 11:17:00,25-09-2024 11.38,2024-09-25 11:42:25,21.58,40.0
06-02-2023 9.22,06-02-2023 09.35,2023-02-06 09:52:20,13.48,0.0
19-05-2023 12.47,19-05-2023 12.48,2023-05-19 13:00:25,1.98,40.0
15-04-2023 09.47,15-04-2023 10.16,2023-04-15 10:19:47,29.5,47.0
07-06-2023 12.29,07-06-2023 12.46,2023-06-07 13:02:15,17.81,40.0
12-06-2024 9.07,12-06-2024 09.44,2024-06-12 09:56:31,37.19,45.0
16-03-2023 12.47,16-03-2023 13.08,2023-03-16 13:21:55,21.52,32.0
2024/07/01 11:40:00,01-07-2024 11.58,2024-07-01 12:06:39,18.35,11.0
08-05-2024 10.11,08-05-2024 11.39,2024-05-08 11:50:57,88.6,33.0
03-09-2024 13.31,03-09-2024 13.55,2024-09-03 14:09:16,24.58,27.0
26-07-2023 10.02,26-07-2023 10.15,2023-07-26 10:27:42,13.3,21.0
06-01-2023 15.22,06-01-2023 15.44,2023-01-06 15:45:00,22.0,27.0
21-01-2023 13.00,21-01-2023 13.01,2023-01-21 13:02:00,1.0,50.0
2023/04/26 09:57:00,26-04-2023 10.01,2023-04-26 10:07:28,4.0,24.0
26-04-2023 13.15,26-04-2023 13.29,2023-04-26 13:39:09,13.44,14.0
22-07-2023 12.34,22-07-2023 12.40,2023-07-22 12:45:16,6.02,40.0
30-01-2023 10.51,30-01-2023 11.12,2023-01-30 11:27:45,21.71,47.0
10-07-2024 10.34,10-07-2024 10.41,2024-07-10 10:52:00,7.92,15.0
16-11-2024 11.28,16-11-2024 11.42,2024-11-16 11:44:05,14.06,43.0
07-10-2024 15.13,07-10-2024 15.24,2024-10-07 15:35:13,11.2,18.0
24-01-2024 13.26,24-01-2024 13.47,2024-01-24 13:56:10,21.21,17.0
16-08-2023 10.06,16-08-2023 10.22,2023-08-16 10:26:27,16.59,18.0
16-03-2023 11.11,16-03-2023 11.43,2023-03-16 11:51:24,32.05,43.0
2023/09/15 10:13:00,15-09-2023 11.00,2023-09-15 11:10:00,47.31,22.0
31-03-2023 13.27,31-03-2023 13.49,2023-03-31 13:56:52,23.0,35.0
18-11-2023 13.00,18-11-2023 13.01,2023-11-18 13:02:00,1.0,19.0
18-11-2023 13.00,18-11-2023 13.01,2023-11-18 13:02:00,1.0,20.0
10-05-2023 13.01,10-05-2023 13.28,2023-05-10 13:32:36,27.5,44.0
2023/10/14 11:27:00,14-10-2023 11.57,2023-10-14 12:20:37,30.09,32.0
19-08-2024 12.02,19-08-2024 12.19,2024-08-19 12:29:50,17.39,28.0
24-04-2024 11.31,24-04-2024 11.54,2024-04-24 12:10:02,23.08,42.0
2023/07/31 11:06:00,31-07-2023 11.21,2023-07-31 11:23:34,15.86,28.0
28-08-2023 12.48,28-08-2023 13.23,2023-08-28 13:33:59,35.17,39.0
17-10-2023 11.22,17-10-2023 11.41,2023-10-17 11:55:41,19.59,35.0
2023/02/04 12:17:00,04-02-2023 12.35,2023-02-04 12:48:02,18.37,31.0
20-04-2024 13.00,20-04-2024 13.01,2024-04-20 13:02:00,1.0,17.0
18-01-2024 10.36,18-01-2024 10.43,2024-01-18 10:47:34,7.38,32.0
2024/06/22 10:40:00,22-06-2024 11.00,2024-06-22 11:05:56,20.37,29.0
02-01-2024 13.23,02-01-2024 13.44,2024-01-02 13:54:03,21.67,15.0
15-08-2023 9.17,15-08-2023 09.47,2023-08-15 09:51:29,30.29,55.0
04-04-2023 10.55,04-04-2023 11.07,2023-04-04 11:24:56,12.16,0.0
2023/04/07 12:12:00,07-04-2023 12.42,2023-04-07 12:53:29,30.32,41.0
2023/12/01 12:12:00,01-12-2023 12.31,2023-12-01 12:32:55,19.71,33.0
2023/12/13 10:48:00,13-12-2023 11.12,2023-12-13 11:24:47,24.35,32.0
26-06-2023 09.00,26-06-2023 09.22,2023-06-26 09:34:32,22.16,34.0
15-09-2023 14.10,15-09-2023 14.23,2023-09-15 14:36:08,13.58,25.0
2023/08/30 11:14:00,30-08-2023 11.32,2023-08-30 11:42:20,18.78,10.0
02-03-2024 09.28,02-03-2024 09.52,2024-03-02 10:06:59,24.51,38.0
06-11-2024 11.31,06-11-2024 11.45,2024-11-06 11:54:03,14.74,29.0
19-07-2024 14.27,19-07-2024 14.46,2024-07-19 14:56:07,19.53,54.0
2023/01/26 10:06:00,26-01-2023 10.37,2023-01-26 10:47:51,31.04,26.0
21-09-2024 13.00,21-09-2024 13.01,2024-09-21 13:02:00,1.0,37.0
09-08-2023 11.17,09-08-2023 11.46,2023-08-09 11:57:20,29.37,42.0
2023/08/12 13:00:00,12-08-2023 13.01,2023-08-12 13:02:00,1.0,40.0
2023/01/05 11:35:00,05-01-2023 11.57,2023-01-05 12:10:33,22.22,56.0
2023/04/17 11:54:00,17-04-2023 12.08,2023-04-17 12:18:22,14.26,23.0
09-11-2024 12.07,09-11-2024 12.33,2024-11-09 12:41:23,26.16,41.0
03-05-2024 10.16,03-05-2024 10.33,2024-05-03 10:52:20,17.11,32.0
13-06-2024 12.06,13-06-2024 12.24,2024-06-13 12:38:01,18.73,20.0
08-06-2024 09.57,08-06-2024 10.21,2024-06-08 10:29:30,24.25,45.0
2024/10/03 14:00:00,03-10-2024 14.08,2024-10-03 14:22:05,,17.0
08-06-2023 12.24,08-06-2023 12.47,2023-06-08 12:53:28,23.34,28.0
10-07-2023 11.22,10-07-2023 11.51,2023-07-10 12:00:50,29.14,55.0
20-11-2024 15.16,20-11-2024 15.44,2024-11-20 15:45:00,28.0,49.0
29-11-2023 09.47,29-11-2023 10.08,2023-11-29 10:26:04,21.26,28.0
2024/03/25 11:53:00,25-03-2024 12.19,2024-03-25 12:32:07,26.96,32.0
18-10-2023 10.18,18-10-2023 11.22,2023-10-18 11:35:13,64.13,32.0
08-11-2023 09.32,08-11-2023 09.47,2023-11-08 09:55:07,15.49,18.0
05-07-2023 15.22,05-07-2023 15.32,2023-07-05 15:45:00,10.45,21.0
29-05-2024 09.26,29-05-2024 09.59,2024-05-29 10:05:40,33.86,36.0
,24-06-2023 10.56,2023-06-24 11:06:54,14.7,15.0
01-06-2024 13.00,01-06-2024 13.01,2024-06-01 13:02:00,1.0,17.0
2023/04/03 13:01:00,03-04-2023 13.22,2023-04-03 13:23:35,21.16,143.0
03-06-2024 13.57,03-06-2024 14.00,2024-06-03 14:07:13,3.67,25.0
24-04-2024 14.33,24-04-2024 14.54,2024-04-24 15:04:40,21.07,28.0
23-01-2023 13.50,23-01-2023 14.00,2023-01-23 14:12:10,10.44,25.0
12-09-2024 11.33,12-09-2024 11.49,2024-09-12 11:54:35,16.07,19.0
16-04-2024 14.23,16-04-2024 14.35,2024-04-16 14:45:40,12.36,16.0
18-05-2023 12.24,18-05-2023 12.37,2023-05-18 12:49:41,13.82,40.0
02-09-2023 09.14,02-09-2023 09.28,2023-09-02 09:41:34,14.02,12.0
13-08-2024 10.37,13-08-2024 11.06,2024-08-13 11:17:39,29.17,19.0
2024/04/17 09:02:00,17-04-2024 09.32,2024-04-17 09:36:46,30.09,191.0
2023/04/20 12:35:00,20-04-2023 12.41,2023-04-20 12:46:12,6.73,26.0
02-09-2024 11.55,02-09-2024 12.16,2024-09-02 12:24:52,21.31,20.0
01-04-2024 14.34,01-04-2024 14.52,2024-04-01 15:09:50,18.08,14.0
,21-06-2024 13.15,2024-06-21 13:23:58,17.74,43.0
20-01-2024 10.04,20-01-2024 10.12,2024-01-20 10:14:59,8.32,11.0
30-07-2024 11.22,30-07-2024 11.47,2024-07-30 11:56:26,25.47,30.0
18-07-2023 09.06,18-07-2023 09.25,2023-07-18 09:36:38,19.8,26.0
24-04-2024 10.23,24-04-2024 10.44,2024-04-24 10:55:41,21.21,21.0
26-03-2024 12.29,26-03-2024 12.42,2024-03-26 12:53:46,13.58,40.0
2024/02/02 11:13:00,02-02-2024 11.36,2024-02-02 11:45:46,23.44,20.0
2024/03/04 09:18:00,04-03-2024 09.41,2024-03-04 10:02:28,,27.0
16-03-2024 12.39,16-03-2024 12.53,2024-03-16 13:00:00,14.55,40.0
19-06-2024 9.51,19-06-2024 10.11,2024-06-19 10:24:32,20.5,34.0
21-03-2023 14.33,21-03-2023 14.51,2023-03-21 14:54:11,18.42,20.0
31-08-2023 10.38,31-08-2023 10.59,2023-08-31 11:09:04,21.18,20.0
21-09-2023 14.31,21-09-2023 14.48,2023-09-21 15:01:19,17.84,33.0
08-01-2024 12.17,08-01-2024 12.50,2024-01-08 12:57:50,33.99,41.0
,24-06-2023 13.01,2023-06-24 13:02:00,1.0,25.0
14-02-2024 11.50,14-02-2024 12.07,2024-02-14 12:22:27,17.9,33.0
26-10-2023 14.29,26-10-2023 14.57,2023-10-26 15:04:53,28.19,44.0
29-04-2023 13.00,29-04-2023 13.01,2023-04-29 13:02:00,1.0,20.0
11-11-2024 09.05,11-11-2024 09.33,2024-11-11 09:37:44,28.19,25.0
10-03-2023 14.23,10-03-2023 14.41,2023-03-10 15:00:04,18.23,17.0
01-01-2024 11.37,01-01-2024 11.59,2024-01-01 12:15:09,22.04,33.0
13-03-2024 10.04,13-03-2024 10.38,2024-03-13 10:44:57,34.15,45.0
20-10-2023 09.56,20-10-2023 09.57,2023-10-20 10:07:37,1.0,22.0
21-07-2023 13.16,21-07-2023 13.37,2023-07-21 13:45:49,21.67,43.0
03-09-2024 13.25,03-09-2024 13.46,2024-09-03 13:57:31,21.49,38.0
07-08-2023 10.31,07-08-2023 10.55,2023-08-07 11:06:24,24.67,37.0
10-02-2023 15.45,10-02-2023 15.46,2023-02-10 15:47:00,1.0,25.0
2023/03/17 12:19:00,17-03-2023 12.20,2023-03-17 12:28:59,1.77,40.0
18-12-2023 12.26,18-12-2023 12.55,2023-12-18 13:05:37,29.12,31.0
01-05-2024 13.41,01-05-2024 13.52,2024-05-01 14:02:45,11.77,25.0
28-07-2023 10.51,28-07-2023 11.17,2023-07-28 11:24:30,26.04,52.0
13-10-2023 11.49,13-10-2023 12.10,2023-10-13 12:20:49,21.64,48.0
24-01-2023 13.53,24-01-2023 14.13,2023-01-24 14:22:25,19.78,19.0
21-04-2023 12.09,21-04-2023 12.29,2023-04-21 12:39:08,20.69,45.0
2024/07/09 12:53:00,09-07-2024 13.31,2024-07-09 13:47:40,38.96,54.0
26-10-2024 13.00,26-10-2024 13.01,2024-10-26 13:02:00,1.0,17.0
26-06-2023 09.21,26-06-2023 09.41,2023-06-26 09:47:12,,31.0
21-05-2024 15.43,21-05-2024 15.44,2024-05-21 15:45:00,1.0,8.0
02-01-2024 11.36,02-01-2024 11.53,2024-01-02 12:11:54,17.77,33.0
2023/05/19 14:04:00,19-05-2023 14.18,2023-05-19 14:33:58,14.65,17.0
22-09-2023 09.32,22-09-2023 09.50,2023-09-22 10:08:28,18.18,21.0
18-03-2024 15.32,18-03-2024 15.44,2024-03-18 15:45:00,12.0,57.0
25-05-2023 10.03,25-05-2023 10.31,2023-05-25 10:47:43,28.76,31.0
28-06-2024 14.04,28-06-2024 14.32,2024-06-28 14:40:13,28.8,37.0
21-02-2024 14.00,21-02-2024 14.17,2024-02-21 14:27:17,17.31,26.0
28-11-2023 12.44,28-11-2023 13.04,2023-11-28 13:13:02,20.38,32.0
19-03-2024 14.16,19-03-2024 14.20,2024-03-19 14:30:02,4.94,17.0
13-01-2023 12.34,13-01-2023 12.39,2023-01-13 12:44:13,5.35,40.0
2024/01/17 11:34:00,17-01-2024 12.08,2024-01-17 12:13:06,34.79,30.0
28-04-2023 10.09,28-04-2023 10.42,2023-04-28 10:56:55,33.35,39.0
28-11-2023 10.05,28-11-2023 10.07,2023-11-28 10:18:26,2.24,22.0
25-01-2024 12.30,25-01-2024 12.53,2024-01-25 13:02:59,23.82,37.0
27-07-2024 11.22,27-07-2024 11.42,2024-07-27 11:48:26,20.04,33.0
31-01-2024 14.01,31-01-2024 14.15,2024-01-31 14:30:49,14.37,25.0
27-04-2023 15.14,27-04-2023 15.39,2023-04-27 15:45:00,25.76,44.0
21-11-2023 12.09,21-11-2023 12.32,2023-11-21 12:40:16,23.1,41.0
09-11-2023 12.48,09-11-2023 12.53,2023-11-09 13:02:44,5.63,40.0
12-09-2023 09.10,12-09-2023 09.29,2023-09-12 09:40:19,19.18,37.0
08-11-2023 14.14,08-11-2023 14.40,2023-11-08 14:46:05,26.84,35.0
2024/07/16 13:58:00,16-07-2024 14.25,2024-07-16 14:34:21,27.73,51.0
02-12-2024 13.06,02-12-2024 13.36,2024-12-02 13:43:55,30.38,32.0
21-03-2023 14.38,21-03-2023 15.04,2023-03-21 15:15:52,26.75,26.0
2023/03/21 10:35:00,21-03-2023 10.57,2023-03-21 11:08:49,22.88,42.0
06-09-2024 13.05,06-09-2024 13.27,2024-09-06 13:36:45,22.66,32.0
16-11-2024 13.00,16-11-2024 13.01,2024-11-16 13:02:00,1.0,22.0
2024/03/22 09:05:00,22-03-2024 09.28,2024-03-22 09:38:41,23.98,32.0
23-01-2024 11.52,23-01-2024 12.00,2024-01-23 12:10:32,8.81,32.0
25-07-2024 11.42,25-07-2024 12.02,2024-07-25 12:06:53,20.71,32.0
2023/07/20 11:48:00,20-07-2023 12.13,2023-07-20 12:21:46,25.65,22.0
29-04-2023 13.00,29-04-2023 13.01,2023-04-29 13:02:00,1.0,44.0
16-05-2023 13.46,16-05-2023 14.03,2023-05-16 14:15:55,17.81,27.0
19-02-2024 10.03,19-02-2024 10.17,2024-02-19 10:28:14,14.58,32.0
02-02-2023 11.56,02-02-2023 12.27,2023-02-02 12:39:14,31.94,59.0
10-01-2024 12.09,10-01-2024 12.21,2024-01-10 12:32:12,12.68,29.0
07-01-2023 13.00,07-01-2023 13.01,2023-01-07 13:02:00,1.0,28.0
2023/09/02 11:22:00,02-09-2023 11.43,2023-09-02 11:54:04,21.34,17.0
23-09-2024 11.31,23-09-2024 11.44,2024-09-23 11:53:36,12.63,25.0
07-01-2023 11.35,07-01-2023 11.59,2023-01-07 12:07:52,24.23,24.0
2024/07/26 09:46:00,26-07-2024 10.11,2024-07-26 10:14:10,25.17,47.0
2024/01/27 13:00:00,27-01-2024 13.01,2024-01-27 13:02:00,1.0,53.0
01-04-2023 13.00,01-04-2023 13.01,2023-04-01 13:02:00,1.0,51.0
30-01-2023 13.38,30-01-2023 14.02,2023-01-30 14:08:51,24.04,27.0
20-02-2023 11.23,20-02-2023 11.38,2023-02-20 11:48:23,15.08,11.0
2024/04/10 09:53:00,10-04-2024 10.18,2024-04-10 10:32:26,25.63,30.0
25-03-2023 13.00,25-03-2023 13.01,2023-03-25 13:02:00,1.0,25.0
14-11-2023 10.57,14-11-2023 11.15,2023-11-14 11:27:39,17.83,22.0
07-06-2024 11.32,07-06-2024 11.51,2024-06-07 12:12:53,18.93,26.0
23-12-2023 13.00,23-12-2023 13.01,2023-12-23 13:02:00,1.0,28.0
22-12-2023 12.50,22-12-2023 13.05,2023-12-22 13:17:52,15.5,34.0
2023/03/18 13:00:00,18-03-2023 13.01,2023-03-18 13:02:00,1.0,25.0
09-01-2024 10.50,09-01-2024 11.19,2024-01-09 11:25:47,29.72,205.0
10-07-2023 10.20,10-07-2023 10.27,2023-07-10 10:33:52,7.1,32.0
14-11-2024 15.07,14-11-2024 15.17,2024-11-14 15:29:51,,8.0
10-11-2023 15.41,10-11-2023 15.44,2023-11-10 15:45:00,3.0,51.0
07-11-2024 11.07,07-11-2024 11.34,2024-11-07 11:42:10,27.02,56.0
28-06-2024 09.05,28-06-2024 09.18,2024-06-28 09:33:50,13.18,23.0
30-03-2024 11.17,30-03-2024 11.25,2024-03-30 11:46:39,8.4,19.0
25-03-2023 13.00,25-03-2023 13.01,2023-03-25 13:02:00,1.0,22.0
20-07-2024 10.49,20-07-2024 11.19,2024-07-20 11:35:13,30.74,40.0
05-08-2024 15.10,05-08-2024 15.37,2024-08-05 15:45:00,27.52,
03-10-2023 15.07,03-10-2023 15.28,2023-10-03 15:39:29,21.62,29.0
04-05-2024 12.48,04-05-2024 12.59,2024-05-04 13:00:00,10.27,36.0
07-12-2023 10.44,07-12-2023 11.13,2023-12-07 11:27:11,29.29,37.0
21-05-2024 13.24,21-05-2024 13.47,2024-05-21 13:58:56,23.92,39.0
02-08-2024 11.28,02-08-2024 11.47,2024-08-02 11:52:18,19.25,38.0
2023/06/06 13:30:00,06-06-2023 14.02,2023-06-06 14:12:30,32.68,54.0
2023/09/16 09:06:00,16-09-2023 09.36,2023-09-16 09:53:26,30.69,40.0
05-06-2023 15.34,05-06-2023 15.41,2023-06-05 15:45:00,7.92,25.0
05-04-2024 11.44,05-04-2024 11.56,2024-04-05 12:08:11,12.97,19.0
05-09-2024 14.08,05-09-2024 14.20,2024-09-05 14:34:55,12.46,17.0
10-02-2024 12.36,10-02-2024 12.59,2024-02-10 13:00:00,22.73,43.0
2024/06/25 11:36:00,25-06-2024 11.54,2024-06-25 12:05:38,18.33,23.0
14-02-2024 10.33,14-02-2024 10.42,2024-02-14 10:54:50,9.15,32.0
31-10-2023 11.55,31-10-2023 12.22,2023-10-31 12:38:53,27.86,54.0
13-04-2024 09.01,13-04-2024 09.29,2024-04-13 09:45:42,28.04,32.0
08-06-2023 15.45,08-06-2023 15.46,2023-06-08 15:47:00,1.0,25.0
28-06-2024 12.26,28-06-2024 12.43,2024-06-28 12:57:35,17.19,22.0
14-01-2023 13.00,14-01-2023 13.01,2023-01-14 13:02:00,1.0,35.0
28-11-2023 15.23,28-11-2023 15.35,2023-11-28 15:37:53,12.99,8.0
31-07-2024 12.56,31-07-2024 13.18,2024-07-31 13:30:05,21.75,27.0
18-02-2023 13.00,18-02-2023 13.01,2023-02-18 13:02:00,1.0,25.0
2023/11/22 10:33:00,22-11-2023 10.50,2023-11-22 10:59:55,17.93,9.0
20-05-2024 15.45,20-05-2024 15.46,2024-05-20 15:47:00,1.0,25.0
17-03-2023 10.45,17-03-2023 11.06,2023-03-17 11:17:25,21.64,24.0
26-05-2023 10.30,26-05-2023 11.12,2023-05-26 11:23:11,42.25,22.0
11-01-2023 10.01,11-01-2023 10.27,2023-01-11 10:42:58,26.02,28.0
16-08-2024 13.37,16-08-2024 14.00,2024-08-16 14:15:32,23.56,32.0
21-12-2023 09.14,21-12-2023 09.38,2023-12-21 09:45:45,24.12,31.0
13-04-2024 13.00,13-04-2024 13.01,2024-04-13 13:02:00,1.0,42.0
11-04-2023 11.46,11-04-2023 12.08,2023-04-11 12:10:46,22.99,30.0
25-07-2024 12.19,25-07-2024 12.44,2024-07-25 12:56:07,25.51,35.0
12-05-2023 13.31,12-05-2023 13.59,2023-05-12 14:06:28,28.17,25.0
09-02-2024 10.31,09-02-2024 10.38,2024-02-09 10:49:05,7.16,32.0
,23-08-2023 13.56,2023-08-23 14:05:00,18.7,17.0
2023/06/03 13:00:00,03-06-2023 13.01,2023-06-03 13:02:00,1.0,17.0
15-07-2024 12.43,15-07-2024 13.05,2024-07-15 13:13:59,22.62,32.0
06-02-2024 09.28,06-02-2024 09.47,2024-02-06 10:03:22,18.74,
,24-07-2023 10.52,2023-07-24 11:07:43,18.58,32.0
30-08-2023 14.31,30-08-2023 14.48,2023-08-30 14:56:08,17.82,37.0
03-08-2023 09.30,03-08-2023 09.46,2023-08-03 10:10:13,16.92,30.0
02-03-2024 12.03,02-03-2024 12.33,2024-03-02 12:43:22,30.37,41.0
23-04-2024 12.34,23-04-2024 12.45,2024-04-23 12:58:55,11.76,40.0
,05-06-2024 10.04,2024-06-05 10:13:53,21.34,47.0
13-09-2023 13.35,13-09-2023 13.50,2023-09-13 14:03:53,15.56,25.0
11-04-2024 12.47,11-04-2024 12.51,2024-04-11 12:57:59,4.22,40.0
2023/11/25 11:30:00,25-11-2023 11.46,2023-11-25 11:56:49,16.2,14.0
03-05-2024 11.13,03-05-2024 11.39,2024-05-03 11:46:40,26.98,48.0
2023/10/24 14:39:00,24-10-2023 15.01,2023-10-24 15:10:28,22.52,28.0
30-01-2023 11.43,30-01-2023 12.06,2023-01-30 12:08:04,23.86,32.0
01-03-2023 15.38,01-03-2023 15.44,2023-03-01 15:45:00,6.0,25.0
15-03-2023 14.30,15-03-2023 14.58,2023-03-15 15:04:52,28.7,44.0
02-05-2023 12.28,02-05-2023 12.34,2023-05-02 12:41:04,,40.0
06-05-2023 13.00,06-05-2023 13.01,2023-05-06 13:02:00,1.0,50.0
19-07-2024 15.00,19-07-2024 15.25,2024-07-19 15:39:07,25.8,45.0
2023/05/09 14:28:00,09-05-2023 14.48,2023-05-09 14:56:12,20.0,23.0
2023/08/31 12:56:00,31-08-2023 13.28,2023-08-31 13:38:05,32.2,400.0
16-09-2024 09.57,16-09-2024 10.11,2024-09-16 10:18:51,14.9,24.0
04-06-2024 11.03,04-06-2024 11.11,2024-06-04 11:30:54,8.8,
12-04-2024 14.02,12-04-2024 14.49,2024-04-12 14:57:24,47.24,71.0
2024/06/15 10:36:00,15-06-2024 10.51,2024-06-15 10:54:35,15.41,24.0
21-03-2023 12.35,21-03-2023 12.59,2023-03-21 13:08:47,24.7,20.0
04-01-2024 11.50,04-01-2024 12.10,2024-01-04 12:20:29,20.33,25.0
12-01-2023 11.32,12-01-2023 11.54,2023-01-12 12:07:03,22.94,47.0
28-10-2023 11.36,28-10-2023 11.57,2023-10-28 12:09:59,21.41,33.0
30-12-2023 11.39,30-12-2023 11.59,2023-12-30 12:07:16,20.56,24.0
30-09-2024 09.53,30-09-2024 10.21,2024-09-30 10:37:11,28.3,33.0
25-01-2024 13.07,25-01-2024 13.26,2024-01-25 13:38:05,19.65,29.0
07-03-2024 09.38,07-03-2024 09.53,2024-03-07 10:07:12,14.79,40.0
28-06-2023 10.34,28-06-2023 11.06,2023-06-28 11:12:53,32.29,36.0
27-10-2023 12.54,27-10-2023 13.22,2023-10-27 13:35:09,27.51,26.0
2023/12/29 12:48:00,29-12-2023 13.13,2023-12-29 13:25:03,25.52,34.0
25-07-2023 11.48,25-07-2023 11.52,2023-07-25 11:59:33,4.17,1.0
26-03-2024 15.35,26-03-2024 15.44,2024-03-26 15:45:00,9.0,25.0
21-02-2023 12.29,21-02-2023 13.04,2023-02-21 13:15:19,35.69,48.0
11-01-2023 13.18,11-01-2023 13.31,2023-01-11 13:43:41,13.56,
2023/12/15 10:05:00,15-12-2023 10.23,2023-12-15 10:27:48,18.46,18.0
29-08-2023 10.17,29-08-2023 10.35,2023-08-29 10:44:49,18.91,28.0
2024/11/29 14:47:00,29-11-2024 15.08,2024-11-29 15:18:44,21.28,27.0
01-05-2023 14.55,01-05-2023 14.59,2023-05-01 15:15:11,4.69,7.0
29-08-2023 9.11,29-08-2023 09.34,2023-08-29 09:51:09,23.95,38.0
30-03-2023 10.52,30-03-2023 11.11,2023-03-30 11:20:31,19.96,40.0
05-01-2024 13.58,05-01-2024 14.16,2024-01-05 14:29:28,18.53,17.0
22-03-2024 09.39,22-03-2024 10.00,2024-03-22 10:13:45,21.09,40.0
2023/12/22 12:07:00,22-12-2023 12.28,2023-12-22 12:41:32,21.48,33.0
,24-06-2024 11.37,2024-06-24 11:41:08,26.42,29.0
2023/04/13 10:38:00,13-04-2023 11.08,2023-04-13 11:17:59,30.76,44.0
02-08-2024 09.08,02-08-2024 09.37,2024-08-02 09:54:45,29.07,32.0
2023/02/18 11:32:00,18-02-2023 12.09,2023-02-18 12:26:37,37.33,56.0
2023/04/08 11:56:00,08-04-2023 12.12,2023-04-08 12:23:48,16.13,28.0
04-10-2024 09.33,04-10-2024 10.05,2024-10-04 10:17:08,32.92,52.0
07-11-2024 13.17,07-11-2024 13.41,2024-11-07 13:51:28,24.53,28.0
04-06-2024 11.51,04-06-2024 12.14,2024-06-04 12:30:13,23.21,33.0
27-11-2024 10.29,27-11-2024 10.55,2024-11-27 11:01:47,26.22,51.0
30-01-2023 15.42,30-01-2023 15.44,2023-01-30 15:45:00,2.0,24.0
2024/09/20 11:29:00,20-09-2024 12.03,2024-09-20 12:11:19,34.58,42.0
08-06-2023 12.38,08-06-2023 12.45,2023-06-08 12:53:55,7.62,40.0
26-12-2023 09.58,26-12-2023 10.30,2023-12-26 10:43:17,32.36,38.0
02-02-2024 10.21,02-02-2024 10.44,2024-02-02 10:56:07,23.85,19.0
04-09-2023 10.43,04-09-2023 10.57,2023-09-04 11:07:01,14.11,14.0
21-12-2023 14.54,21-12-2023 15.23,2023-12-21 15:27:26,28.46,58.0
23-03-2024 11.50,23-03-2024 12.13,2024-03-23 12:25:13,23.17,22.0
30-08-2023 12.28,30-08-2023 12.40,2023-08-30 12:43:52,12.08,5.0
07-08-2023 09.16,07-08-2023 09.41,2023-08-07 09:51:07,,34.0
